candidate,county,district,election_date,office,party,scope,state,votes
Timothy H. Bishop,Suffolk,1,2012-11-06,U.S. House,DEM,general,NY,135118
Randy Altschuler,Suffolk,1,2012-11-06,U.S. House,REP,general,NY,107226
Randy Altschuler,Suffolk,1,2012-11-06,U.S. House,CON,general,NY,20125
Timothy H. Bishop,Suffolk,1,2012-11-06,U.S. House,WOR,general,NY,11061
Randy Altschuler,Suffolk,1,2012-11-06,U.S. House,IND,general,NY,4953
Blank,Suffolk,1,2012-11-06,U.S. House,,general,NY,19719
Void,Suffolk,1,2012-11-06,U.S. House,,general,NY,155
Scattering,Suffolk,1,2012-11-06,U.S. House,,general,NY,176
Total,Suffolk,1,2012-11-06,U.S. House,,general,NY,298533
Vivianne C. Falcone,Nassau,2,2012-11-06,U.S. House,DEM,general,NY,20213
Vivianne C. Falcone,Suffolk,2,2012-11-06,U.S. House,DEM,general,NY,73719
Vivianne C. Falcone,Total,2,2012-11-06,U.S. House,DEM,general,NY,93932
Peter T. King,Nassau,2,2012-11-06,U.S. House,REP/TRP,general,NY,45814
Peter T. King,Suffolk,2,2012-11-06,U.S. House,REP/TRP,general,NY,70549
Peter T. King,Total,2,2012-11-06,U.S. House,REP/TRP,general,NY,116363
Peter T. King,Nassau,2,2012-11-06,U.S. House,CON,general,NY,6190
Peter T. King,Suffolk,2,2012-11-06,U.S. House,CON,general,NY,13325
Peter T. King,Total,2,2012-11-06,U.S. House,CON,general,NY,19515
Vivianne C. Falcone,Nassau,2,2012-11-06,U.S. House,WOR,general,NY,1623
Vivianne C. Falcone,Suffolk,2,2012-11-06,U.S. House,WOR,general,NY,4990
Vivianne C. Falcone,Total,2,2012-11-06,U.S. House,WOR,general,NY,6613
Peter T. King,Nassau,2,2012-11-06,U.S. House,IND,general,NY,1922
Peter T. King,Suffolk,2,2012-11-06,U.S. House,IND,general,NY,4509
Peter T. King,Total,2,2012-11-06,U.S. House,IND,general,NY,6431
Blank,Nassau,2,2012-11-06,U.S. House,,general,NY,7779
Blank,Suffolk,2,2012-11-06,U.S. House,,general,NY,23866
Blank,Total,2,2012-11-06,U.S. House,,general,NY,31645
Void,Nassau,2,2012-11-06,U.S. House,,general,NY,128
Void,Suffolk,2,2012-11-06,U.S. House,,general,NY,103
Void,Total,2,2012-11-06,U.S. House,,general,NY,231
Scattering,Nassau,2,2012-11-06,U.S. House,,general,NY,19
Scattering,Suffolk,2,2012-11-06,U.S. House,,general,NY,70
Scattering,Total,2,2012-11-06,U.S. House,,general,NY,89
Total,Nassau,2,2012-11-06,U.S. House,,general,NY,83688
Total,Suffolk,2,2012-11-06,U.S. House,,general,NY,191131
Total,Total,2,2012-11-06,U.S. House,,general,NY,274819
Steve J. Israel,Nassau,3,2012-11-06,U.S. House,DEM,general,NY,71663
Steve J. Israel,Queens,3,2012-11-06,U.S. House,DEM,general,NY,23321
Steve J. Israel,Suffolk,3,2012-11-06,U.S. House,DEM,general,NY,51287
Steve J. Israel,Total,3,2012-11-06,U.S. House,DEM,general,NY,146271
Stephen A. Labate,Nassau,3,2012-11-06,U.S. House,REP/TRP,general,NY,51860
Stephen A. Labate,Queens,3,2012-11-06,U.S. House,REP/TRP,general,NY,10939
Stephen A. Labate,Suffolk,3,2012-11-06,U.S. House,REP/TRP,general,NY,35815
Stephen A. Labate,Total,3,2012-11-06,U.S. House,REP/TRP,general,NY,98614
Stephen A. Labate,Nassau,3,2012-11-06,U.S. House,CON,general,NY,6501
Stephen A. Labate,Queens,3,2012-11-06,U.S. House,CON,general,NY,1273
Stephen A. Labate,Suffolk,3,2012-11-06,U.S. House,CON,general,NY,6815
Stephen A. Labate,Total,3,2012-11-06,U.S. House,CON,general,NY,14589
Steve J. Israel,Nassau,3,2012-11-06,U.S. House,WOR,general,NY,3152
Steve J. Israel,Queens,3,2012-11-06,U.S. House,WOR,general,NY,690
Steve J. Israel,Suffolk,3,2012-11-06,U.S. House,WOR,general,NY,2664
Steve J. Israel,Total,3,2012-11-06,U.S. House,WOR,general,NY,6506
Steve J. Israel,Nassau,3,2012-11-06,U.S. House,IND,general,NY,2102
Steve J. Israel,Queens,3,2012-11-06,U.S. House,IND,general,NY,439
Steve J. Israel,Suffolk,3,2012-11-06,U.S. House,IND,general,NY,2562
Steve J. Israel,Total,3,2012-11-06,U.S. House,IND,general,NY,5103
Michael McDermott,Nassau,3,2012-11-06,U.S. House,LBT,general,NY,657
Michael McDermott,Queens,3,2012-11-06,U.S. House,LBT,general,NY,483
Michael McDermott,Suffolk,3,2012-11-06,U.S. House,LBT,general,NY,504
Michael McDermott,Total,3,2012-11-06,U.S. House,LBT,general,NY,1644
Anthony Tolda,Nassau,3,2012-11-06,U.S. House,CST,general,NY,121
Anthony Tolda,Queens,3,2012-11-06,U.S. House,CST,general,NY,134
Anthony Tolda,Suffolk,3,2012-11-06,U.S. House,CST,general,NY,112
Anthony Tolda,Total,3,2012-11-06,U.S. House,CST,general,NY,367
Blank,Nassau,3,2012-11-06,U.S. House,,general,NY,20256
Blank,Queens,3,2012-11-06,U.S. House,,general,NY,5342
Blank,Suffolk,3,2012-11-06,U.S. House,,general,NY,9109
Blank,Total,3,2012-11-06,U.S. House,,general,NY,34707
Void,Nassau,3,2012-11-06,U.S. House,,general,NY,204
Void,Queens,3,2012-11-06,U.S. House,,general,NY,0
Void,Suffolk,3,2012-11-06,U.S. House,,general,NY,117
Void,Total,3,2012-11-06,U.S. House,,general,NY,321
Scattering,Nassau,3,2012-11-06,U.S. House,,general,NY,31
Scattering,Queens,3,2012-11-06,U.S. House,,general,NY,23
Scattering,Suffolk,3,2012-11-06,U.S. House,,general,NY,23
Scattering,Total,3,2012-11-06,U.S. House,,general,NY,77
Total,Nassau,3,2012-11-06,U.S. House,,general,NY,156547
Total,Queens,3,2012-11-06,U.S. House,,general,NY,42644
Total,Suffolk,3,2012-11-06,U.S. House,,general,NY,109008
Total,Total,3,2012-11-06,U.S. House,,general,NY,308199
Carolyn McCarthy,Nassau,4,2012-11-06,U.S. House,DEM,general,NY,152590
"Francis X. Becker, Jr.",Nassau,4,2012-11-06,U.S. House,REP,general,NY,84982
Frank J. Scaturro,Nassau,4,2012-11-06,U.S. House,CON,general,NY,15603
Carolyn McCarthy,Nassau,4,2012-11-06,U.S. House,WOR,general,NY,7472
Carolyn McCarthy,Nassau,4,2012-11-06,U.S. House,IND,general,NY,3893
"Francis X. Becker, Jr.",Nassau,4,2012-11-06,U.S. House,TRP,general,NY,711
Blank,Nassau,4,2012-11-06,U.S. House,,general,NY,33498
Void,Nassau,4,2012-11-06,U.S. House,,general,NY,686
Scattering,Nassau,4,2012-11-06,U.S. House,,general,NY,49
Total,Nassau,4,2012-11-06,U.S. House,,general,NY,299484
Gregory W. Meeks,Nassau,5,2012-11-06,U.S. House,DEM,general,NY,20708
Gregory W. Meeks,Queens,5,2012-11-06,U.S. House,DEM,general,NY,147128
Gregory W. Meeks,Total,5,2012-11-06,U.S. House,DEM,general,NY,167836
"Allan W. Jennings, Jr.",Nassau,5,2012-11-06,U.S. House,REP,general,NY,5686
"Allan W. Jennings, Jr.",Queens,5,2012-11-06,U.S. House,REP,general,NY,12189
"Allan W. Jennings, Jr.",Total,5,2012-11-06,U.S. House,REP,general,NY,17875
Catherine Wark,Nassau,5,2012-11-06,U.S. House,LBT,general,NY,164
Catherine Wark,Queens,5,2012-11-06,U.S. House,LBT,general,NY,1181
Catherine Wark,Total,5,2012-11-06,U.S. House,LBT,general,NY,1345
Blank,Nassau,5,2012-11-06,U.S. House,,general,NY,4487
Blank,Queens,5,2012-11-06,U.S. House,,general,NY,32979
Blank,Total,5,2012-11-06,U.S. House,,general,NY,37466
Void,Nassau,5,2012-11-06,U.S. House,,general,NY,19
Void,Queens,5,2012-11-06,U.S. House,,general,NY,0
Void,Total,5,2012-11-06,U.S. House,,general,NY,19
Scattering,Nassau,5,2012-11-06,U.S. House,,general,NY,10
Scattering,Queens,5,2012-11-06,U.S. House,,general,NY,75
Scattering,Total,5,2012-11-06,U.S. House,,general,NY,85
Total,Nassau,5,2012-11-06,U.S. House,,general,NY,31074
Total,Queens,5,2012-11-06,U.S. House,,general,NY,193552
Total,Total,5,2012-11-06,U.S. House,,general,NY,224626
Grace Meng,Queens,6,2012-11-06,U.S. House,DEM,general,NY,107507
Daniel J. Halloran,Queens,6,2012-11-06,U.S. House,REP,general,NY,45993
Daniel J. Halloran,Queens,6,2012-11-06,U.S. House,CON/LBT,general,NY,4853
Grace Meng,Queens,6,2012-11-06,U.S. House,WOR,general,NY,3994
Evergreen C. Chou,Queens,6,2012-11-06,U.S. House,GRN,general,NY,1913
Blank,Queens,6,2012-11-06,U.S. House,,general,NY,22579
Void,Queens,6,2012-11-06,U.S. House,,general,NY,0
Scattering,Queens,6,2012-11-06,U.S. House,,general,NY,114
Total,Queens,6,2012-11-06,U.S. House,,general,NY,186953
Nydia M. Velazquez,Kings,7,2012-11-06,U.S. House,DEM,general,NY,101045
Nydia M. Velazquez,New York,7,2012-11-06,U.S. House,DEM,general,NY,17418
Nydia M. Velazquez,Queens,7,2012-11-06,U.S. House,DEM,general,NY,16339
Nydia M. Velazquez,Total,7,2012-11-06,U.S. House,DEM,general,NY,134802
James Murray,Kings,7,2012-11-06,U.S. House,CON,general,NY,5283
James Murray,New York,7,2012-11-06,U.S. House,CON,general,NY,1074
James Murray,Queens,7,2012-11-06,U.S. House,CON,general,NY,1614
James Murray,Total,7,2012-11-06,U.S. House,CON,general,NY,7971
Nydia M. Velazquez,Kings,7,2012-11-06,U.S. House,WOR,general,NY,7551
Nydia M. Velazquez,New York,7,2012-11-06,U.S. House,WOR,general,NY,769
Nydia M. Velazquez,Queens,7,2012-11-06,U.S. House,WOR,general,NY,808
Nydia M. Velazquez,Total,7,2012-11-06,U.S. House,WOR,general,NY,9128
Blank,Kings,7,2012-11-06,U.S. House,,general,NY,18785
Blank,New York,7,2012-11-06,U.S. House,,general,NY,6633
Blank,Queens,7,2012-11-06,U.S. House,,general,NY,4437
Blank,Total,7,2012-11-06,U.S. House,,general,NY,29855
Void,Kings,7,2012-11-06,U.S. House,,general,NY,0
Void,New York,7,2012-11-06,U.S. House,,general,NY,0
Void,Queens,7,2012-11-06,U.S. House,,general,NY,0
Void,Total,7,2012-11-06,U.S. House,,general,NY,0
Scattering,Kings,7,2012-11-06,U.S. House,,general,NY,170
Scattering,New York,7,2012-11-06,U.S. House,,general,NY,21
Scattering,Queens,7,2012-11-06,U.S. House,,general,NY,19
Scattering,Total,7,2012-11-06,U.S. House,,general,NY,210
Total,Kings,7,2012-11-06,U.S. House,,general,NY,132834
Total,New York,7,2012-11-06,U.S. House,,general,NY,25915
Total,Queens,7,2012-11-06,U.S. House,,general,NY,23217
Total,Total,7,2012-11-06,U.S. House,,general,NY,181966
Hakeem S. Jeffries,Kings,8,2012-11-06,U.S. House,DEM,general,NY,173371
Hakeem S. Jeffries,Queens,8,2012-11-06,U.S. House,DEM,general,NY,5317
Hakeem S. Jeffries,Total,8,2012-11-06,U.S. House,DEM,general,NY,178688
Alan S. Bellone,Kings,8,2012-11-06,U.S. House,REP,general,NY,12616
Alan S. Bellone,Queens,8,2012-11-06,U.S. House,REP,general,NY,3225
Alan S. Bellone,Total,8,2012-11-06,U.S. House,REP,general,NY,15841
Alan S. Bellone,Kings,8,2012-11-06,U.S. House,CON,general,NY,1444
Alan S. Bellone,Queens,8,2012-11-06,U.S. House,CON,general,NY,365
Alan S. Bellone,Total,8,2012-11-06,U.S. House,CON,general,NY,1809
Hakeem S. Jeffries,Kings,8,2012-11-06,U.S. House,WOR,general,NY,5145
Hakeem S. Jeffries,Queens,8,2012-11-06,U.S. House,WOR,general,NY,206
Hakeem S. Jeffries,Total,8,2012-11-06,U.S. House,WOR,general,NY,5351
Colin M. Beavan,Kings,8,2012-11-06,U.S. House,GRN,general,NY,2342
Colin M. Beavan,Queens,8,2012-11-06,U.S. House,GRN,general,NY,99
Colin M. Beavan,Total,8,2012-11-06,U.S. House,GRN,general,NY,2441
Blank,Kings,8,2012-11-06,U.S. House,,general,NY,29023
Blank,Queens,8,2012-11-06,U.S. House,,general,NY,3069
Blank,Total,8,2012-11-06,U.S. House,,general,NY,32092
Void,Kings,8,2012-11-06,U.S. House,,general,NY,0
Void,Queens,8,2012-11-06,U.S. House,,general,NY,0
Void,Total,8,2012-11-06,U.S. House,,general,NY,0
Scattering,Kings,8,2012-11-06,U.S. House,,general,NY,68
Scattering,Queens,8,2012-11-06,U.S. House,,general,NY,9
Scattering,Total,8,2012-11-06,U.S. House,,general,NY,77
Total,Kings,8,2012-11-06,U.S. House,,general,NY,224009
Total,Queens,8,2012-11-06,U.S. House,,general,NY,12290
Total,Total,8,2012-11-06,U.S. House,,general,NY,236299
Yvette D. Clarke,Kings,9,2012-11-06,U.S. House,DEM,general,NY,178168
Daniel J. Cavanagh,Kings,9,2012-11-06,U.S. House,REP,general,NY,20899
Daniel J. Cavanagh,Kings,9,2012-11-06,U.S. House,CON,general,NY,3265
Yvette D. Clarke,Kings,9,2012-11-06,U.S. House,WOR,general,NY,7973
Vivia M. Morgan,Kings,9,2012-11-06,U.S. House,GRN,general,NY,2991
Blank,Kings,9,2012-11-06,U.S. House,,general,NY,25531
Void,Kings,9,2012-11-06,U.S. House,,general,NY,0
Scattering,Kings,9,2012-11-06,U.S. House,,general,NY,135
Total,Kings,9,2012-11-06,U.S. House,,general,NY,238962
Jerrold L. Nadler,Kings,10,2012-11-06,U.S. House,DEM,general,NY,28675
Jerrold L. Nadler,New York,10,2012-11-06,U.S. House,DEM,general,NY,127944
Jerrold L. Nadler,Total,10,2012-11-06,U.S. House,DEM,general,NY,156619
Michael W. Chan,Kings,10,2012-11-06,U.S. House,REP,general,NY,13471
Michael W. Chan,New York,10,2012-11-06,U.S. House,REP,general,NY,22067
Michael W. Chan,Total,10,2012-11-06,U.S. House,REP,general,NY,35538
Michael W. Chan,Kings,10,2012-11-06,U.S. House,CON,general,NY,2486
Michael W. Chan,New York,10,2012-11-06,U.S. House,CON,general,NY,1389
Michael W. Chan,Total,10,2012-11-06,U.S. House,CON,general,NY,3875
Jerrold L. Nadler,Kings,10,2012-11-06,U.S. House,WOR,general,NY,2125
Jerrold L. Nadler,New York,10,2012-11-06,U.S. House,WOR,general,NY,6999
Jerrold L. Nadler,Total,10,2012-11-06,U.S. House,WOR,general,NY,9124
Blank,Kings,10,2012-11-06,U.S. House,,general,NY,11519
Blank,New York,10,2012-11-06,U.S. House,,general,NY,20607
Blank,Total,10,2012-11-06,U.S. House,,general,NY,32126
Void,Kings,10,2012-11-06,U.S. House,,general,NY,0
Void,New York,10,2012-11-06,U.S. House,,general,NY,0
Void,Total,10,2012-11-06,U.S. House,,general,NY,0
Scattering,Kings,10,2012-11-06,U.S. House,,general,NY,52
Scattering,New York,10,2012-11-06,U.S. House,,general,NY,141
Scattering,Total,10,2012-11-06,U.S. House,,general,NY,193
Total,Kings,10,2012-11-06,U.S. House,,general,NY,58328
Total,New York,10,2012-11-06,U.S. House,,general,NY,179147
Total,Total,10,2012-11-06,U.S. House,,general,NY,237475
Mark S. Murphy,Richmond,11,2012-11-06,U.S. House,DEM,general,NY,62446
Mark S. Murphy,Kings,11,2012-11-06,U.S. House,DEM,general,NY,25274
Mark S. Murphy,Total,11,2012-11-06,U.S. House,DEM,general,NY,87720
Michael G. Grimm,Richmond,11,2012-11-06,U.S. House,REP,general,NY,70155
Michael G. Grimm,Kings,11,2012-11-06,U.S. House,REP,general,NY,20875
Michael G. Grimm,Total,11,2012-11-06,U.S. House,REP,general,NY,91030
Michael G. Grimm,Richmond,11,2012-11-06,U.S. House,CON,general,NY,9261
Michael G. Grimm,Kings,11,2012-11-06,U.S. House,CON,general,NY,2827
Michael G. Grimm,Total,11,2012-11-06,U.S. House,CON,general,NY,12088
Mark S. Murphy,Richmond,11,2012-11-06,U.S. House,WOR,general,NY,3400
Mark S. Murphy,Kings,11,2012-11-06,U.S. House,WOR,general,NY,1310
Mark S. Murphy,Total,11,2012-11-06,U.S. House,WOR,general,NY,4710
Henry J. Bardel,Richmond,11,2012-11-06,U.S. House,GRN,general,NY,1238
Henry J. Bardel,Kings,11,2012-11-06,U.S. House,GRN,general,NY,701
Henry J. Bardel,Total,11,2012-11-06,U.S. House,GRN,general,NY,1939
Blank,Richmond,11,2012-11-06,U.S. House,,general,NY,8393
Blank,Kings,11,2012-11-06,U.S. House,,general,NY,8740
Blank,Total,11,2012-11-06,U.S. House,,general,NY,17133
Void,Richmond,11,2012-11-06,U.S. House,,general,NY,0
Void,Kings,11,2012-11-06,U.S. House,,general,NY,0
Void,Total,11,2012-11-06,U.S. House,,general,NY,0
Scattering,Richmond,11,2012-11-06,U.S. House,,general,NY,102
Scattering,Kings,11,2012-11-06,U.S. House,,general,NY,46
Scattering,Total,11,2012-11-06,U.S. House,,general,NY,148
Total,Richmond,11,2012-11-06,U.S. House,,general,NY,154995
Total,Kings,11,2012-11-06,U.S. House,,general,NY,59773
Total,Total,11,2012-11-06,U.S. House,,general,NY,214768
Carolyn B. Maloney,Kings,12,2012-11-06,U.S. House,DEM,general,NY,17597
Carolyn B. Maloney,New York,12,2012-11-06,U.S. House,DEM,general,NY,142067
Carolyn B. Maloney,Queens,12,2012-11-06,U.S. House,DEM,general,NY,26093
Carolyn B. Maloney,Total,12,2012-11-06,U.S. House,DEM,general,NY,185757
Christopher R. Wight,Kings,12,2012-11-06,U.S. House,REP,general,NY,1794
Christopher R. Wight,New York,12,2012-11-06,U.S. House,REP,general,NY,37140
Christopher R. Wight,Queens,12,2012-11-06,U.S. House,REP,general,NY,3176
Christopher R. Wight,Total,12,2012-11-06,U.S. House,REP,general,NY,42110
Christopher R. Wight,Kings,12,2012-11-06,U.S. House,CON,general,NY,233
Christopher R. Wight,New York,12,2012-11-06,U.S. House,CON,general,NY,1746
Christopher R. Wight,Queens,12,2012-11-06,U.S. House,CON,general,NY,278
Christopher R. Wight,Total,12,2012-11-06,U.S. House,CON,general,NY,2257
Carolyn B. Maloney,Kings,12,2012-11-06,U.S. House,WOR,general,NY,1826
Carolyn B. Maloney,New York,12,2012-11-06,U.S. House,WOR,general,NY,5559
Carolyn B. Maloney,Queens,12,2012-11-06,U.S. House,WOR,general,NY,1228
Carolyn B. Maloney,Total,12,2012-11-06,U.S. House,WOR,general,NY,8613
Christopher R. Wight,Kings,12,2012-11-06,U.S. House,IND,general,NY,238
Christopher R. Wight,New York,12,2012-11-06,U.S. House,IND,general,NY,1959
Christopher R. Wight,Queens,12,2012-11-06,U.S. House,IND,general,NY,277
Christopher R. Wight,Total,12,2012-11-06,U.S. House,IND,general,NY,2474
Blank,Kings,12,2012-11-06,U.S. House,,general,NY,2483
Blank,New York,12,2012-11-06,U.S. House,,general,NY,21963
Blank,Queens,12,2012-11-06,U.S. House,,general,NY,3837
Blank,Total,12,2012-11-06,U.S. House,,general,NY,28283
Void,Kings,12,2012-11-06,U.S. House,,general,NY,0
Void,New York,12,2012-11-06,U.S. House,,general,NY,0
Void,Queens,12,2012-11-06,U.S. House,,general,NY,0
Void,Total,12,2012-11-06,U.S. House,,general,NY,0
Scattering,Kings,12,2012-11-06,U.S. House,,general,NY,24
Scattering,New York,12,2012-11-06,U.S. House,,general,NY,161
Scattering,Queens,12,2012-11-06,U.S. House,,general,NY,30
Scattering,Total,12,2012-11-06,U.S. House,,general,NY,215
Total,Kings,12,2012-11-06,U.S. House,,general,NY,24195
Total,New York,12,2012-11-06,U.S. House,,general,NY,210595
Total,Queens,12,2012-11-06,U.S. House,,general,NY,34919
Total,Total,12,2012-11-06,U.S. House,,general,NY,269709
Charles B. Rangel,Bronx,13,2012-11-06,U.S. House,DEM,general,NY,34761
Charles B. Rangel,New York,13,2012-11-06,U.S. House,DEM,general,NY,135929
Charles B. Rangel,Total,13,2012-11-06,U.S. House,DEM,general,NY,170690
Craig Schley,Bronx,13,2012-11-06,U.S. House,REP,general,NY,2945
Craig Schley,New York,13,2012-11-06,U.S. House,REP,general,NY,9202
Craig Schley,Total,13,2012-11-06,U.S. House,REP,general,NY,12147
Charles B. Rangel,Bronx,13,2012-11-06,U.S. House,WOR,general,NY,734
Charles B. Rangel,New York,13,2012-11-06,U.S. House,WOR,general,NY,3592
Charles B. Rangel,Total,13,2012-11-06,U.S. House,WOR,general,NY,4326
Deborah O. Liatos,Bronx,13,2012-11-06,U.S. House,SOC,general,NY,612
Deborah O. Liatos,New York,13,2012-11-06,U.S. House,SOC,general,NY,4936
Deborah O. Liatos,Total,13,2012-11-06,U.S. House,SOC,general,NY,5548
Blank,Bronx,13,2012-11-06,U.S. House,,general,NY,6236
Blank,New York,13,2012-11-06,U.S. House,,general,NY,34393
Blank,Total,13,2012-11-06,U.S. House,,general,NY,40629
Void,Bronx,13,2012-11-06,U.S. House,,general,NY,0
Void,New York,13,2012-11-06,U.S. House,,general,NY,0
Void,Total,13,2012-11-06,U.S. House,,general,NY,0
Scattering,Bronx,13,2012-11-06,U.S. House,,general,NY,23
Scattering,New York,13,2012-11-06,U.S. House,,general,NY,179
Scattering,Total,13,2012-11-06,U.S. House,,general,NY,202
Total,Bronx,13,2012-11-06,U.S. House,,general,NY,45311
Total,New York,13,2012-11-06,U.S. House,,general,NY,188231
Total,Total,13,2012-11-06,U.S. House,,general,NY,233542
Joseph Crowley,Bronx,14,2012-11-06,U.S. House,DEM,general,NY,43318
Joseph Crowley,Queens,14,2012-11-06,U.S. House,DEM,general,NY,72799
Joseph Crowley,Total,14,2012-11-06,U.S. House,DEM,general,NY,116117
"William F. Gibbons, Jr.",Bronx,14,2012-11-06,U.S. House,REP,general,NY,7809
"William F. Gibbons, Jr.",Queens,14,2012-11-06,U.S. House,REP,general,NY,11382
"William F. Gibbons, Jr.",Total,14,2012-11-06,U.S. House,REP,general,NY,19191
"William F. Gibbons, Jr.",Bronx,14,2012-11-06,U.S. House,CON,general,NY,1431
"William F. Gibbons, Jr.",Queens,14,2012-11-06,U.S. House,CON,general,NY,1133
"William F. Gibbons, Jr.",Total,14,2012-11-06,U.S. House,CON,general,NY,2564
Joseph Crowley,Bronx,14,2012-11-06,U.S. House,WOR,general,NY,1763
Joseph Crowley,Queens,14,2012-11-06,U.S. House,WOR,general,NY,2881
Joseph Crowley,Total,14,2012-11-06,U.S. House,WOR,general,NY,4644
Anthony Gronowicz,Bronx,14,2012-11-06,U.S. House,GRN,general,NY,626
Anthony Gronowicz,Queens,14,2012-11-06,U.S. House,GRN,general,NY,1944
Anthony Gronowicz,Total,14,2012-11-06,U.S. House,GRN,general,NY,2570
Blank,Bronx,14,2012-11-06,U.S. House,,general,NY,9610
Blank,Queens,14,2012-11-06,U.S. House,,general,NY,16201
Blank,Total,14,2012-11-06,U.S. House,,general,NY,25811
Void,Bronx,14,2012-11-06,U.S. House,,general,NY,0
Void,Queens,14,2012-11-06,U.S. House,,general,NY,0
Void,Total,14,2012-11-06,U.S. House,,general,NY,0
Scattering,Bronx,14,2012-11-06,U.S. House,,general,NY,12
Scattering,Queens,14,2012-11-06,U.S. House,,general,NY,92
Scattering,Total,14,2012-11-06,U.S. House,,general,NY,104
Total,Bronx,14,2012-11-06,U.S. House,,general,NY,64569
Total,Queens,14,2012-11-06,U.S. House,,general,NY,106432
Total,Total,14,2012-11-06,U.S. House,,general,NY,171001
Jose E. Serrano,Bronx,15,2012-11-06,U.S. House,DEM,general,NY,150243
Frank L. Della Valle,Bronx,15,2012-11-06,U.S. House,REP,general,NY,3487
Frank L. Della Valle,Bronx,15,2012-11-06,U.S. House,CON,general,NY,940
Jose E. Serrano,Bronx,15,2012-11-06,U.S. House,WOR,general,NY,2418
Blank,Bronx,15,2012-11-06,U.S. House,,general,NY,21546
Void,Bronx,15,2012-11-06,U.S. House,,general,NY,0
Scattering,Bronx,15,2012-11-06,U.S. House,,general,NY,27
Total,Bronx,15,2012-11-06,U.S. House,,general,NY,178661
Eliot L. Engel,Bronx,16,2012-11-06,U.S. House,DEM,general,NY,68818
Eliot L. Engel,Westchester,16,2012-11-06,U.S. House,DEM,general,NY,105068
Eliot L. Engel,Total,16,2012-11-06,U.S. House,DEM,general,NY,173886
Joseph McLaughlin,Bronx,16,2012-11-06,U.S. House,REP,general,NY,5459
Joseph McLaughlin,Westchester,16,2012-11-06,U.S. House,REP,general,NY,48476
Joseph McLaughlin,Total,16,2012-11-06,U.S. House,REP,general,NY,53935
Eliot L. Engel,Bronx,16,2012-11-06,U.S. House,WOR,general,NY,1506
Eliot L. Engel,Westchester,16,2012-11-06,U.S. House,WOR,general,NY,4170
Eliot L. Engel,Total,16,2012-11-06,U.S. House,WOR,general,NY,5676
Joseph Diaferia,Bronx,16,2012-11-06,U.S. House,GRN,general,NY,724
Joseph Diaferia,Westchester,16,2012-11-06,U.S. House,GRN,general,NY,2250
Joseph Diaferia,Total,16,2012-11-06,U.S. House,GRN,general,NY,2974
Blank,Bronx,16,2012-11-06,U.S. House,,general,NY,8698
Blank,Westchester,16,2012-11-06,U.S. House,,general,NY,25089
Blank,Total,16,2012-11-06,U.S. House,,general,NY,33787
Void,Bronx,16,2012-11-06,U.S. House,,general,NY,0
Void,Westchester,16,2012-11-06,U.S. House,,general,NY,0
Void,Total,16,2012-11-06,U.S. House,,general,NY,0
Scattering,Bronx,16,2012-11-06,U.S. House,,general,NY,24
Scattering,Westchester,16,2012-11-06,U.S. House,,general,NY,58
Scattering,Total,16,2012-11-06,U.S. House,,general,NY,82
Total,Bronx,16,2012-11-06,U.S. House,,general,NY,85229
Total,Westchester,16,2012-11-06,U.S. House,,general,NY,185111
Total,Total,16,2012-11-06,U.S. House,,general,NY,270340
Nita M. Lowey,Rockland,17,2012-11-06,U.S. House,DEM,general,NY,64637
Nita M. Lowey,Westchester,17,2012-11-06,U.S. House,DEM,general,NY,96987
Nita M. Lowey,Total,17,2012-11-06,U.S. House,DEM,general,NY,161624
Joe Carvin,Rockland,17,2012-11-06,U.S. House,REP,general,NY,41758
Joe Carvin,Westchester,17,2012-11-06,U.S. House,REP,general,NY,50141
Joe Carvin,Total,17,2012-11-06,U.S. House,REP,general,NY,91899
Nita M. Lowey,Rockland,17,2012-11-06,U.S. House,WOR,general,NY,4089
Nita M. Lowey,Westchester,17,2012-11-06,U.S. House,WOR,general,NY,5704
Nita M. Lowey,Total,17,2012-11-06,U.S. House,WOR,general,NY,9793
Francis E. Morganthaler,Rockland,17,2012-11-06,U.S. House,WTP,general,NY,1205
Francis E. Morganthaler,Westchester,17,2012-11-06,U.S. House,WTP,general,NY,1566
Francis E. Morganthaler,Total,17,2012-11-06,U.S. House,WTP,general,NY,2771
Blank,Rockland,17,2012-11-06,U.S. House,,general,NY,13901
Blank,Westchester,17,2012-11-06,U.S. House,,general,NY,17197
Blank,Total,17,2012-11-06,U.S. House,,general,NY,31098
Void,Rockland,17,2012-11-06,U.S. House,,general,NY,76
Void,Westchester,17,2012-11-06,U.S. House,,general,NY,0
Void,Total,17,2012-11-06,U.S. House,,general,NY,76
Scattering,Rockland,17,2012-11-06,U.S. House,,general,NY,72
Scattering,Westchester,17,2012-11-06,U.S. House,,general,NY,46
Scattering,Total,17,2012-11-06,U.S. House,,general,NY,118
Total,Rockland,17,2012-11-06,U.S. House,,general,NY,125738
Total,Westchester,17,2012-11-06,U.S. House,,general,NY,171641
Total,Total,17,2012-11-06,U.S. House,,general,NY,297379
Sean Patrick Maloney,Orange,18,2012-11-06,U.S. House,DEM,general,NY,65579
Sean Patrick Maloney,Putnam,18,2012-11-06,U.S. House,DEM,general,NY,16992
Sean Patrick Maloney,Dutchess,18,2012-11-06,U.S. House,DEM,general,NY,33628
Sean Patrick Maloney,Westchester,18,2012-11-06,U.S. House,DEM,general,NY,16257
